2602,1775996425784,sheep,0.691,"[68,57,261,178]"
2616,1775996426356,sheep,0.744,"[69,56,259,178]"
2651,1775996427815,dog,0.820,"[216,80,266,171]"
2665,1775996428401,cow,0.506,"[72,56,252,178]"
2670,1775996428604,cow,0.643,"[78,56,241,178]"
2676,1775996428890,bird,0.842,"[78,58,237,178]"
2688,1775996429375,bird,0.763,"[78,57,237,178]"
2690,1775996429435,bird,0.669,"[77,57,236,178]"
2700,1775996429882,bird,0.520,"[78,58,237,178]"
2719,1775996430643,bird,0.657,"[77,58,238,178]"
2731,1775996431168,bird,0.504,"[77,58,238,178]"
2772,1775996432853,dog,0.650,"[214,77,266,173]"
2780,1775996433201,dog,0.534,"[215,78,266,173]"
2792,1775996433689,bird,0.551,"[213,81,266,173]"
2807,1775996434317,dog,0.634,"[98,89,245,178]"
2815,1775996434644,dog,0.618,"[98,88,245,178]"
2842,1775996435774,sheep,0.727,"[94,62,245,178]"
2867,1775996436811,bird,0.646,"[4,95,30,134]"
2867,1775996436811,sheep,0.617,"[93,57,243,178]"
2874,1775996437111,bird,0.879,"[98,64,242,178]"
2874,1775996437111,bird,0.708,"[158,32,255,99]"
2885,1775996437559,bird,0.925,"[101,62,242,178]"
2885,1775996437559,bird,0.599,"[158,32,255,98]"
2898,1775996438102,bird,0.728,"[99,62,241,177]"
2904,1775996438366,bird,0.653,"[100,62,241,177]"
2916,1775996438860,sheep,0.592,"[85,81,253,178]"
2921,1775996439063,sheep,0.547,"[74,92,246,178]"
2932,1775996439521,sheep,0.677,"[99,42,283,178]"
2943,1775996439982,dog,0.592,"[133,22,319,178]"
2963,1775996440831,bird,0.616,"[161,31,254,98]"
2972,1775996441189,cat,0.790,"[159,31,254,97]"
3015,1775996442983,dog,0.554,"[80,70,106,102]"
3043,1775996444149,sports ball,0.755,"[104,100,131,128]"
3059,1775996444814,sports ball,0.655,"[114,112,140,137]"
3068,1775996445190,sports ball,0.808,"[114,111,139,136]"
3076,1775996445542,sports ball,0.715,"[114,111,138,136]"
3083,1775996445819,dog,0.744,"[191,79,247,146]"
3093,1775996446231,dog,0.749,"[189,77,247,145]"
3103,1775996446643,dog,0.758,"[189,78,247,145]"
3114,1775996447103,dog,0.506,"[190,78,247,145]"
3123,1775996447516,dog,0.741,"[189,73,252,145]"
3123,1775996447516,dog,0.604,"[128,40,193,115]"
3131,1775996447810,dog,0.656,"[191,78,253,146]"
3131,1775996447810,dog,0.547,"[147,37,221,116]"
3134,1775996447948,dog,0.788,"[150,33,221,118]"
3134,1775996447948,dog,0.710,"[190,80,252,145]"
3141,1775996448263,dog,0.776,"[141,36,213,116]"
3143,1775996448312,dog,0.800,"[136,34,208,117]"
3143,1775996448312,dog,0.526,"[191,78,248,146]"
3167,1775996449318,dog,0.609,"[188,79,248,146]"
3173,1775996449562,dog,0.571,"[190,79,247,145]"
3229,1775996451902,dog,0.794,"[191,78,251,146]"
3229,1775996451902,dog,0.579,"[154,31,224,118]"
3243,1775996452532,dog,0.828,"[192,78,251,145]"
3243,1775996452532,dog,0.599,"[154,31,225,117]"
3258,1775996453107,horse,0.507,"[99,3,192,152]"
3267,1775996453478,bird,0.696,"[100,6,198,151]"
3267,1775996453478,sheep,0.529,"[100,7,197,152]"
3274,1775996453776,bird,0.604,"[100,4,201,152]"
3278,1775996453959,bird,0.605,"[100,3,202,152]"
3278,1775996453959,sheep,0.514,"[100,4,202,153]"
3285,1775996454233,sheep,0.534,"[100,4,203,153]"
3285,1775996454233,bird,0.520,"[100,3,203,152]"
3292,1775996454547,bird,0.604,"[100,3,203,152]"
3314,1775996455437,sheep,0.800,"[102,12,195,152]"
3337,1775996456398,bird,0.681,"[100,12,200,151]"
3337,1775996456398,sheep,0.508,"[100,12,200,152]"
3375,1775996457988,bird,0.547,"[191,84,250,145]"
3384,1775996458384,bird,0.540,"[191,80,251,145]"
